country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Togo,0.0,0.0,0.0,0.0,0.0,0.0,475.0,9470.0,14200.0,28200.0,39400.0,45600.0,52000.0,64000.0,82000.0,101000.0,115000.0,130000.0,146000.0,163000.0,193000.0,231000.0,271000.0,313000.0,407000.0,521000.0,849000.0,952000.0,975000.0,999000.0
Thailand,0.0,30.0,199.0,7920.0,22700.0,44500.0,69400.0,219000.0,672000.0,1510000.0,2320000.0,3530000.0,4830000.0,6000000.0,6940000.0,9830000.0,11300000.0,13300000.0,12100000.0,13400000.0,15100000.0,16000000.0,17900000.0,19700000.0,23900000.0,27000000.0,32799999.999999996,36600000.0,39400000.0,46400000.0
Tajikistan,0.0,0.0,0.0,0.0,0.0,0.0,502.5,1005.0,1507.5,2010.0,3020.0,3240.0,3570.0,4230.0,5160.0,20300.0,261000.0,508000.0,633000.0,742000.0,869000.0,1000000.0,1140000.0,1290000.0,1440000.0,1600000.0,1770000.0,1950000.0,2000000.0,2049999.9999999998
Turkmenistan,0.0,0.0,0.0,0.0,0.0,0.0,502.5,1005.0,1507.5,2010.0,6020.0,8000.0,13900.0,19800.0,35500.0,47400.0,63500.0,68500.0,86400.0,97700.0,153000.0,259000.0,379000.0,515000.0,667000.0,835000.0,1020000.0,1220000.0,1240000.0,1260000.0
Timor-Leste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.0,5080.0,10400.0,15800.0,21500.0,32800.0,44500.0,79300.0,127000.0,206000.0,275000.0,308000.0,342000.0,349000.0,356000.0
Tonga,0.0,0.0,0.0,0.0,0.0,118.0,158.0,494.0,742.0,992.0,2390.0,2780.0,2880.0,2970.0,3960.0,4950.0,5950.0,7370.0,8390.0,10400.0,16600.0,25900.0,30800.0,33300.0,36300.0,39000.0,40400.0,42100.0,42600.0,43100.0
Trinidad and Tobago,0.0,0.0,0.0,0.0,0.0,1980.0,4940.0,14800.0,34400.0,73500.0,97800.0,196000.0,281000.0,333000.0,349000.0,376000.0,391000.0,423000.0,457000.0,585000.0,644000.0,738000.0,800000.0,864000.0,887000.0,948000.0,1010000.0,1070000.0,1070000.0,1080000.0
Tunisia,0.0,0.0,0.0,0.0,662.0,1020.0,2560.0,4100.0,10300.0,154000.0,267000.0,421000.0,519000.0,646000.0,855000.0,976000.0,1320000.0,1760000.0,2870000.0,3590000.0,3910000.0,4200000.0,4500000.0,4800000.0,5110000.0,5200000.0,5610000.0,7340000.0,7420000.0,7800000.0
Turkey,0.0,0.0,0.0,4790.0,28700.0,47800.0,115000.0,286000.0,429000.0,1430000.0,2380000.0,3330000.0,7410000.0,8150000.0,9770000.0,10500000.0,12500000.0,19900000.0,24200000.0,26000000.0,28800000.0,31600000.0,33700000.0,35100000.0,39400000.0,42200000.0,46600000.0,52500000.0,58500000.0,61700000.0
Tuvalu,0.0,0.0,0.0,0.0,0.0,0.0,98.4,196.8,295.20000000000005,393.6,492.0,497.0,503.0,510.0,517.0,524.0,772.0,1020.0,1550.0,2080.0,2630.0,3190.0,3760.0,4010.0,4300.0,4740.0,5170.0,5610.0,5670.0,5750.0
Taiwan,0.0,10000.0,50200.0,100000.0,180000.0,250000.0,602000.0,1650000.0,2980000.0,4740000.0,6170000.0,7720000.0,10600000.0,11600000.0,12100000.0,13200000.0,14500000.0,14800000.0,15200000.0,16200000.0,16600000.000000002,16800000.0,17700000.0,17900000.0,18300000.0,18400000.0,18800000.0,22000000.0,22000000.0,21100000.0
Tanzania,0.0,0.0,0.0,0.0,0.0,0.0,494.0,2460.0,2950.0,24600.0,39300.0,58900.0,78600.0,246000.0,328000.0,423000.0,514000.0,651000.0,795000.0,1030000.0,1290000.0,1460000.0,1860000.0,2130000.0,3500000.0,10300000.0,6900000.0,13700000.0,14100000.0,14500000.0
Uganda,0.0,0.0,0.0,0.0,0.0,585.0,973.0,2240.0,14600.0,24200.0,38700.0,58000.0,96700.0,121000.0,193000.0,482000.0,723000.0,1080000.0,2400000.0,3070000.0,4050000.0,4360000.0,4870000.0,5530000.0,6240000.0,6820000.0,8670000.0,9760000.0,10100000.0,10500000.0
Ukraine,0.0,0.0,0.0,399.0,6980.0,21900.0,49900.0,99800.0,150000.0,200000.0,350000.0,600000.0,899000.0,1500000.0,1650000.0,1760000.0,2100000.0,3040000.0,5080000.0,8230000.0,10700000.0,13100000.0,16000000.0,18500000.0,20900000.0,22000000.0,23700000.0,26200000.0,26100000.0,25900000.0
Uruguay,0.0,0.0,0.0,0.0,2000.0,10000.0,60000.0,110000.0,230000.0,330000.0,350000.0,370000.0,380000.0,530000.0,567000.0,667000.0,978000.0,1130000.0,1310000.0,1400000.0,1560000.0,1730000.0,1840000.0,1960000.0,2089999.9999999998,2200000.0,2270000.0,2350000.0,2360000.0,2660000.0
USA,1980000.0,2960000.0,4430000.0,5900000.0,12800000.0,24500000.0,44100000.0,58700000.0,82800000.0,99900000.0,121000000.0,140000000.0,169000000.0,179000000.0,189000000.0,201000000.0,205000000.0,225000000.0,225000000.0,217000000.0,222000000.0,217000000.0,235000000.0,226000000.0,233000000.0,239000000.0,276000000.0,284000000.0,285000000.0,287000000.0
Uzbekistan,0.0,0.0,0.0,0.0,0.0,348.0,995.0,2490.0,4990.0,7490.0,120000.0,150000.0,275000.0,492000.0,676000.0,884000.0,1710000.0,2040000.0,2510000.0,3340000.0,4530000.0,5390000.0,6950000.0,8020000.0,10800000.0,13200000.0,14700000.0,16700000.0,17000000.0,17300000.0
St. Vincent and the Grenadines,0.0,0.0,0.0,0.0,0.0,139.0,522.0,1000.0,2000.0,3000.0,3500.0,5500.0,6000.0,7000.0,8000.0,9990.0,13000.0,17400.0,22800.0,33600.0,36500.0,39800.0,43400.0,47300.0,51600.0,18700.0,22600.0,24200.0,24700.0,24800.0
Venezuela,0.0,0.0,2480.0,8740.0,11900.0,26800.0,55600.0,89300.0,322000.0,674000.0,813000.0,1140000.0,1230000.0,1920000.0,2180000.0,3320000.0,4090000.0,5680000.0,7150000.0,9170000.0,10600000.0,11600000.0,14400000.0,16300000.0,17100000.0,19300000.0,17900000.0,21200000.0,20800000.0,20500000.0
Vietnam,0.0,0.0,0.0,0.0,0.0,0.0,103.0,3070.0,10200.0,102000.0,203000.0,1020000.0,1510000.0,3110000.0,6350000.0,10700000.0,14600000.0,17700000.0,20600000.0,23100000.0,27000000.0,31200000.0,33000000.0,34900000.0,37600000.0,41700000.0,49600000.0,55000000.0,67200000.0,66300000.0
Vanuatu,0.0,0.0,0.0,0.0,0.0,0.0,98.0,244.0,488.0,976.0,3900.0,5360.0,6810.0,7770.0,9690.0,10600.0,12500.0,14900.0,16300.0,17300.0,18900.0,22300.0,26400.0,29000.0,49600.0,60600.0,66800.0,73400.0,75300.0,77100.0
Samoa,0.0,0.0,0.0,0.0,0.0,0.0,150.0,300.0,398.0,495.0,988.0,2960.0,3960.0,4970.0,5490.0,6030.0,8080.0,8650.0,9220.0,11100.0,13000.0,20600.0,24400.0,29200.0,40800.0,49200.0,57200.0,65700.0,65900.0,66200.0
Yemen,0.0,0.0,0.0,0.0,0.0,0.0,96.0,2400.0,3840.0,9580.0,14400.0,16300.0,95700.0,115000.0,172000.0,211000.0,258000.0,1070000.0,1510000.0,2240000.0,2860000.0,3550000.0,4270000.0,5030000.0,5820000.0,6380000.0,6680000.0,7440000.0,7610000.0,7790000.0
South Africa,0.0,5010.0,15000.0,45100.0,100000.0,280000.0,356000.0,702000.0,1270000.0,1830000.0,2410000.0,2890000.0,3100000.0,3270000.0,3980000.0,3590000.0,3690000.0,3960000.0,4200000.0,5050000.0,12300000.0,17700000.0,21700000.0,25000000.0,26700000.0,28800000.0,30400000.0,32000000.0,32500000.0,32900000.0
Zambia,0.0,0.0,0.0,0.0,601.0,799.0,847.0,895.0,2980.0,14900.0,19900.0,24900.0,52400.0,110000.0,233000.0,338000.0,506000.0,609000.0,713000.0,834000.0,1360000.0,1610000.0,1950000.0,2300000.0,2930000.0,3330000.0,4170000.0,4690000.0,2480000.0,2550000.0
Zimbabwe,0.0,0.0,0.0,0.0,196.0,877.0,1940.0,3860.0,9590.0,19100.0,47700.0,95400.0,131000.0,216000.0,252000.0,290000.0,292000.0,368000.0,433000.0,501000.0,813000.0,1080000.0,1570000.0,2069999.9999999998,2220000.0,3140000.0,3240000.0,3850000.0,3910000.0,3960000.0
