country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Italy,10000.0,20000.0,40000.0,70000.0,110000.0,300000.0,584000.0,1300000.0,2590000.0,8150000.0,13100000.0,15500000.0,16000000.0,16700000.0,19300000.0,20400000.0,22200000.0,24000000.0,26200000.0,28900000.0,31800000.0,32400000.0,33400000.0,35200000.0,33600000.0,35200000.0,37200000.0,38300000.0,45100000.0,45000000.0
Jamaica,0.0,0.0,0.0,0.0,924.0,2770.0,15100.0,20600.0,51600.0,62000.0,82700.0,103000.0,164000.0,211000.0,273000.0,351000.0,452000.0,584000.0,657000.0,679000.0,778000.0,1060000.0,960000.0,1060000.0,1160000.0,1220000.0,1290000.0,1610000.0,1620000.0,1620000.0
Jordan,0.0,0.0,0.0,0.0,0.0,1070.0,2130.0,29100.0,64599.99999999999,127000.0,134000.0,246000.0,320000.0,460000.0,651000.0,746000.0,831000.0,1250000.0,1510000.0,1790000.0,1980000.0,2670000.0,2990000.0,3530000.0,4120000.0,5570000.0,5950000.0,6540000.0,6660000.0,6750000.0
Japan,25300.0,50500.0,121000.0,504000.0,1010000.0,2009999.9999999998,5540000.0,11600000.0,17100000.0,27200000.0,38200000.0,49200000.0,59600000.0,62000000.0,80000000.0,85900000.0,88200000.0,95500000.0,96900000.0,100000000.0,101000000.0,102000000.0,102000000.0,113000000.0,114000000.0,117000000.0,119000000.0,108000000.0,108000000.0,107000000.0
Kazakhstan,0.0,0.0,0.0,0.0,83.0,1790.0,4980.0,9950.0,19900.0,69700.0,99800.0,150000.0,251000.0,302000.0,404000.0,456000.0,508000.0,631000.0,1740000.0,2920000.0,5140000.0,8340000.0,10400000.0,10800000.0,11400000.0,12400000.0,13300000.0,13800000.0,14500000.0,15200000.0
Kenya,0.0,0.0,0.0,0.0,0.0,202.0,2530.0,10100.0,15200.0,35500.0,102000.0,204000.0,408000.0,1020000.0,1080000.0,1140000.0,1360000.0,1700000.0,2069999.9999999998,2500000.0,3030000.0,3800000.0,4660000.0,5920000.0,7710000.0,7940000.0,8140000.000000001,8950000.0,9160000.0,11900000.0
Kyrgyz Republic,0.0,0.0,0.0,0.0,0.0,0.0,1163.3333333333333,2326.6666666666665,3490.0,9950.0,51200.0,149000.0,150000.0,196000.0,257000.0,535000.0,631000.0,727000.0,825000.0,854000.0,884000.0,966000.0,1110000.0,1320000.0,1650000.0,1800000.0,2250000.0,2350000.0,2400000.0,2440000.0
Cambodia,0.0,0.0,0.0,0.0,0.0,0.0,330.0,660.0,1890.0,3800.0,5720.0,9550.0,28700.0,33500.0,39300.0,42100.0,63100.0,67000.0,70800.0,74700.0,180000.0,451000.0,730000.0,1020000.0,2140000.0,999000.0,5110000.0,5190000.0,6500000.0,6590000.0
Kiribati,0.0,0.0,0.0,0.0,0.0,0.0,167.66666666666666,335.3333333333333,503.0,1010.0,1510.0,2010.0,2180.0,2670.0,3170.0,3690.0,4250.0,5790.0,6910.0,9050.0,9340.0,10500.0,11400.0,12400.0,13400.0,14400.0,15400.0,16600.0,16900.0,17100.0
St. Kitts and Nevis,0.0,0.0,0.0,0.0,0.0,0.0,826.0,968.0,1450.0,1920.0,2590.0,3440.0,9550.0,10500.0,11500.0,15900.0,18200.0,20800.0,23700.0,27100.0,30900.0,31200.0,31900.0,32500.0,34500.0,38800.0,39700.0,42000.0,42300.0,42600.0
South Korea,9990.0,20000.0,43100.0,111000.0,140000.0,371000.0,743000.0,1660000.0,3160000.0,11100000.0,21200000.0,27000000.0,28500000.0,31600000.0,35300000.0,35800000.0,38200000.0,38600000.0,39800000.0,40300000.0,41500000.0,41700000.0,42100000.0,42700000.0,44300000.0,45700000.0,47300000.0,48600000.0,49100000.0,49300000.0
Kuwait,0.0,0.0,0.0,1620.0,2440.0,3260.0,13900.0,37200.0,55900.0,92800.0,138000.0,180000.0,219000.0,484000.0,505000.0,589000.0,683000.0,871000.0,1120000.0,1430000.0,1840000.0,2080000.0,2360000.0,2660000.0,2900000.0,2760000.0,3100000.0,4059999.9999999995,4120000.0,4190000.0000000005
Lao,0.0,0.0,0.0,0.0,0.0,0.0,165.66666666666666,331.3333333333333,497.0,1980.0,5910.0,9830.0,14700.0,18600.0,20500.0,48900.0,68400.0,97500.0,215000.0,369000.0,437000.0,571000.0,693000.0,818000.0,947000.0,1230000.0,1500000.0,1770000.0,1800000.0,1830000.0
Lebanon,0.0,0.0,0.0,0.0,0.0,2530.0,5060.0,45400.0,101000.0,202000.0,306000.0,271000.0,293000.0,351000.0,411000.0,476000.0,714000.0,893000.0,1070000.0,1450000.0,2160000.0,2710000.0,3390000.0,4170000.0,4570000.0,4830000.0,5110000.0,5330000.0,5360000.0,5360000.0
Liberia,0.0,0.0,0.0,0.0,0.0,0.0,52.0,104.0,103.0,306.0,504.0,999.0,989.0,981.0,972.0,998.0,1030.0,19100.0,19100.0,75100.0,89500.0,100000.0,108000.0,136000.0,236000.0,1480000.0,336000.0,375000.0,385000.0,394000.0
Libya,0.0,0.0,0.0,0.0,0.0,0.0,1762.5,3525.0,5287.5,7050.0,10000.0,20000.0,124000.0,158000.0,202000.0,227000.0,253000.0,282000.0,545000.0,662000.0,868000.0,875000.0,880000.0,1040000.0,1130000.0,1220000.0,1320000.0,1430000.0,1450000.0,1470000.0
St. Lucia,0.0,0.0,0.0,0.0,0.0,449.0,998.0,1500.0,2000.0,3000.0,7980.0,12900.0,23300.0,33700.0,34600.0,35200.0,40500.0,46800.0,51000.0,53400.0,56600.0,59700.0,61500.0,63900.0,70800.0,76200.0,84100.0,92000.0,92400.0,92900.0
Liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,2420.0,4840.0,7260.0,9680.0,12100.0,15100.0,20200.0,20100.0,22000.0,22000.0,22500.0,22900.0,24800.0,26800.0,28800.0,30900.0,32700.000000000004,34600.0,35400.0,36200.0,36900.0,37100.0,37200.0,37300.0
Sri Lanka,0.0,0.0,0.0,0.0,500.0,1000.0,10000.0,30000.0,55000.0,65000.0,122000.0,150000.0,200000.0,280000.0,280000.0,350000.0,500000.0,770000.0,1160000.0,1770000.0,2430000.0,3060000.0,3750000.0,4530000.0,5360000.0,2530000.0,3450000.0,7210000.0,7240000.0,7270000.0
Lesotho,0.0,0.0,0.0,0.0,0.0,0.0,55.0,110.0,219.0,1090.0,4310.0,5320.0,22000.0,30900.0,43600.0,51500.0,59300.0,68500.0,71100.0,74000.0,77000.0,140000.0,201000.0,304000.0,450000.0,515000.0,568000.0,607000.0,611000.0,616000.0
Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,35000.0,70100.0,103000.0,225000.0,249000.0,609000.0,885000.0,1060000.0,1210000.0,1450000.0,1630000.0,1770000.0,1890000.0,1940000.0,1960000.0,2049999.9999999998,2060000.0,2140000.0,2089999.9999999998,2150000.0,2210000.0,2230000.0,2250000.0
Luxembourg,0.0,0.0,600.0,1200.0,2000.0,6490.0,23000.0,30000.0,50000.0,75000.0,99800.0,159000.0,177000.0,244000.0,298000.0,320000.0,338000.0,375000.0,399000.0,434000.0,460000.0,468000.0,488000.0,509000.0,525000.0,546000.0,568000.0,576000.0,586000.0,598000.0
Latvia,0.0,0.0,0.0,0.0,0.0,0.0,20100.0,50400.0,80600.0,106000.0,151000.0,170000.0,512000.0,622000.0,879000.0,1040000.0,1190000.0,1300000.0,1380000.0,1430000.0,1450000.0,1460000.0,1510000.0,1540000.0,1530000.0,1580000.0,1580000.0,1560000.0,1610000.0,1640000.0
Morocco,0.0,0.0,0.0,0.0,0.0,1000.0,1550.0,6010.0,40000.0,50000.0,200000.0,399000.0,699000.0,999000.0,3500000.0,4590000.0,6090000.0,6700000.0,10400000.0,13200000.0,16800000.0,15100000.0,18400000.0,18900000.0,19400000.0,19800000.0,20500000.0,22000000.0,23300000.0,27100000.0
Monaco,0.0,0.0,0.0,0.0,0.0,0.0,2720.0,5440.0,8160.0,10880.0,13600.0,15100.0,15800.0,16400.0,17600.0,18800.0,21000.0,22200.0,23400.0,24700.0,26700.0,28900.0,31700.0,33500.0,34500.0,35200.0,36200.0,37300.0,37500.0,37800.0
Moldova,0.0,0.0,0.0,0.0,36.0,150.0,200.0,1210.0,11100.0,25400.0,53900.0,62300.0,158000.0,309000.0,443000.0,609000.0,814000.0,845000.0,962000.0,1130000.0,1320000.0,1550000.0,1770000.0,2440000.0,2730000.0,2810000.0,2890000.0,3090000.0,3080000.0,3080000.0
Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,514.0,2060.0,9270.0,25800.0,31000.0,36200.0,57000.0,73100.0,93500.0,104000.0,115000.0,126000.0,330000.0,335000.0,360000.0,413000.0,514000.0,689000.0,873000.0,1010000.0,1170000.0,2510000.0,2570000.0,2640000.0
Maldives,0.0,0.0,0.0,0.0,0.0,0.0,588.0,816.0,1530.0,3060.0,6160.0,10400.0,15700.0,18100.0,20500.0,22000.0,36100.0,54600.0,79700.0,87600.0,97000.0,129000.0,155000.0,183000.0,214000.0,248000.0,281000.0,314000.0,326000.0,335000.0
Mexico,0.0,5030.0,15100.0,25100.0,39100.0,94000.0,187000.0,594000.0,1220000.0,1810000.0,5030000.0,7060000.0,12100000.0,13300000.0,14700000.0,18200000.0,21000000.0,22700000.0,24100000.0,29600000.0,35400000.0,43000000.0,46600000.0,51600000.0,53400000.0,70000000.0,73400000.0,79700000.0,83000000.0,89400000.0
Marshall Islands,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,487.0,779.0,877.0,1220.0,1370.0,1960.0,2140.0,2120.0,2210.0,2580.0,3150.0,3950.0,5650.0,7090.0,7970.0,9610.0,11100.0,17200.0,22500.0,22600.0,22800.0
North Macedonia,0.0,0.0,0.0,0.0,0.0,808.0,1510.0,10100.0,20200.0,30300.0,50600.0,70800.0,355000.0,392000.0,503000.0,545000.0,590000.0,750000.0,952000.0,1070000.0,1070000.0,1180000.0,1190000.0,1350000.0,1410000.0,1460000.0,1500000.0,1550000.0,1650000.0,1650000.0
Mali,0.0,0.0,0.0,0.0,0.0,0.0,202.0,1020.0,2050.0,6480.0,15600.0,21000.0,26400.0,37200.0,53500.0,64800.0,96300.0,111000.0,222000.0,262000.0,301000.0,341000.0,447000.0,576000.0,1190000.0,1800000.0,2000000.0,2410000.0,2480000.0,2560000.0
Malta,0.0,0.0,0.0,0.0,0.0,848.0,4000.0,15000.0,25200.0,30300.0,51600.0,70900.0,115000.0,127000.0,139000.0,167000.0,164000.0,191000.0,205000.0,242000.0,261000.0,284000.0,288000.0,294000.0,315000.0,329000.0,340000.0,355000.0,358000.0,378000.0
Myanmar,0.0,0.0,0.0,0.0,0.0,0.0,17.5,35.0,52.5,70.0,71.0,137.0,203.0,11600.0,11800.0,31900.0,89800.0,108000.0,110000.0,111000.0,127000.0,500000.0,2060000.0,4150000.0000000005,6020000.0,11400000.0,13300000.0,16399999.999999998,16500000.0,16600000.000000002
Montenegro,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,167000.0,179000.0,191000.0,204000.0,219000.0,234000.0,223000.0,356000.0,378000.0,382000.0,427000.0,438000.0,447000.0,449000.0,461000.0
Mongolia,0.0,0.0,0.0,0.0,0.0,202.0,421.0,2630.0,3440.0,12100.0,30100.0,40000.0,49800.0,50400.0,50900.0,51500.0,52200.0,233000.0,258000.0,267000.0,277000.0,346000.0,463000.0,510000.0,586000.0,675000.0,681000.0,738000.0,752000.0,1650000.0
Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,486.0,1940.0,3400.0,9700.0,19400.0,29200.0,48700.0,81100.0,135000.0,175000.0,178000.0,197000.0,348000.0,614000.0,981000.0,1040000.0,1490000.0,1860000.0,2430000.0,4580000.0,4880000.0,2860000.0,2950000.0,3040000.0
Mauritania,0.0,0.0,0.0,0.0,0.0,0.0,51.0,102.0,1010.0,3040.0,5050.0,7070.0,10100.0,12100.0,14200.0,20300.0,30500.0,45900.0,61600.0,77400.0,140000.0,162000.0,185000.0,237000.0,421000.0,615000.0,749000.0,891000.0,916000.0,941000.0
Mauritius,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,5490.0,29900.0,54700.0,86300.0,105000.0,123000.0,147000.0,166000.0,185000.0,205000.0,249000.0,270000.0,280000.0,354000.0,437000.0,444000.0,504000.0,563000.0,631000.0,659000.0,701000.0,743000.0,813000.0
Malawi,0.0,0.0,0.0,0.0,0.0,0.0,239.5,479.0,1910.0,9470.0,14100.0,18800.0,25200.0,33500.0,42700.0,48500.0,55200.0,129000.0,96100.0,151000.0,329000.0,498000.0,670000.0,800000.0,950000.0,888000.0,1970000.0,2440000.0,2500000.0,2570000.0
Malaysia,0.0,0.0,199.0,4980.0,19900.0,29800.0,179000.0,498000.0,1490000.0,2790000.0,4960000.0,6330000.0,7830000.0,8640000.0,10600000.0,12500000.0,13500000.0,14900000.0,15200000.0,15500000.0,15900000.0,17500000.0,19100000.0,16800000.0,19000000.0,21500000.0,24200000.0,24900000.0,25600000.0,26900000.0
Namibia,0.0,0.0,0.0,0.0,0.0,100.0,150.0,998.0,4970.0,5930.0,29500.0,44100.0,48800.0,63100.0,72600.0,77700.0,86700.0,97000.0,109000.0,135000.0,246000.0,259000.0,284000.0,310000.0,337000.0,595000.0,732000.0,1230000.0,1250000.0,1270000.0
Niger,0.0,0.0,0.0,0.0,0.0,0.0,102.0,204.0,307.0,3080.0,4110.0,12400.0,15500.0,19700.0,24900.0,30200.0,41600.0,57300.0,107000.0,120000.0,137000.0,154000.0,187000.0,213000.0,240000.0,495000.0,899000.0,2210000.0,1180000.0,1220000.0
Nigeria,0.0,0.0,0.0,0.0,0.0,0.0,9780.0,19600.0,29300.0,48900.0,78400.0,113000.0,412000.0,737000.0,1740000.0,4930000.0,7900000.0,9910000.0,12000000.0,14400000.0,18200000.0,22500000.0,26900000.0,32799999.999999996,37000000.0,65200000.0,47700000.0,80200000.0,82300000.0,84400000.0
Nicaragua,0.0,0.0,0.0,0.0,600.0,1400.0,3990.0,9960.0,14900.0,24900.0,49700.0,74500.0,89500.0,99500.0,125000.0,140000.0,155000.0,218000.0,300000.0,419000.0,582000.0,626000.0,808000.0,940000.0,1080000.0,1230000.0,1550000.0,1780000.0,1800000.0,1820000.0
Netherlands,50000.0,80100.0,200000.0,300000.0,501000.0,1000000.0,1500000.0,2200000.0,3500000.0,6200000.0,7010000.0,7910000.0,9870000.0,10400000.0,11200000.0,13300000.0,13800000.0,14200000.0,14500000.0,14900000.0,15100000.0,15300000.0,15600000.0,15800000.0,15500000.0,15500000.0,15400000.0,15900000.0,16200000.0,15900000.0
Norway,30000.0,60100.0,95100.0,120000.0,180000.0,281000.0,802000.0,903000.0,1000000.0,1790000.0,2340000.0,2890000.0,3310000.0,3570000.0,3570000.0,3800000.0,3860000.0,4099999.9999999995,4320000.0,4440000.0,4560000.0,4630000.0,4750000.0,4830000.0,4950000.0,5030000.0,5110000.0,5100000.0,5150000.0,5270000.0
Nepal,0.0,0.0,0.0,0.0,0.0,200.0,996.0,4970.0,14800.0,34500.0,49000.0,58400.0,77400.0,96000.0,114000.0,213000.0,298000.0,372000.0,461000.0,530000.0,2140000.0,2430000.0,3010000.0,3580000.0,4150000.0000000005,4750000.0,5370000.0,9400000.0,9550000.0,9730000.0
Nauru,0.0,0.0,0.0,0.0,0.0,0.0,50.833333333333336,101.66666666666667,152.5,203.33333333333334,254.16666666666669,305.0,302.0,298.0,296.0,294.0,294.0,1323.2,2352.4,3381.6000000000004,4410.8,5440.0,5470.0,5510.0,5560.0,5600.0,5660.0,6030.0,6090.0,6140.0
New Zealand,0.0,0.0,10000.0,22500.0,115000.0,179000.0,299000.0,548000.0,1200000.0,1580000.0,1830000.0,2080000.0,2340000.0,2450000.0,2520000.0,2590000.0,2890000.0,2950000.0,3080000.0,3450000.0,3520000.0,3590000.0,3650000.0,3740000.0,3910000.0,4070000.0000000005,4120000.0,4270000.0,4310000.0,4340000.0
Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9890.0,19400.0,56700.0,79800.0,135000.0,160000.0,173000.0,165000.0,168000.0,214000.0,443000.0,550000.0,771000.0,1090000.0,1560000.0,2100000.0,2500000.0,2830000.0,3140000.0,3440000.0,3740000.0,3870000.0,4600000.0
Pakistan,0.0,0.0,0.0,0.0,0.0,152.0,3810.0,36100.0,59300.0,76700.0,78800.0,1920000.0,3850000.0,7720000.0,9660000.0,10200000.0,10700000.0,11400000.0,12000000.0,13200000.0,14400000.0,16500000.0,18700000.0,20800000.0,23400000.0,27900000.0,25200000.0,32200000.000000004,32900000.0,37000000.0
Panama,0.0,0.0,0.0,0.0,205.0,1540.0,6150.0,15400.0,80100.0,114000.0,199000.0,225000.0,268000.0,321000.0,364000.0,382000.0,588000.0,770000.0,1190000.0,1400000.0,1460000.0,1580000.0,1520000.0,1690000.0,1750000.0,2029999.9999999998,2180000.0,2380000.0,2420000.0,2700000.0
Peru,0.0,0.0,0.0,0.0,2030.0,8120.0,61000.0,102000.0,305000.0,509000.0,814000.0,2029999.9999999998,2430000.0,3180000.0,3900000.0,4770000.0,5820000.0,7140000.0,8730000.0,9040000.0,10100000.0,10500000.0,11300000.0,11700000.0,12100000.0,12400000.0,14100000.0,15300000.0,16800000.0,19500000.0
Philippines,0.0,0.0,0.0,0.0,3990.0,19900.0,39900.0,100000.0,824000.0,1090000.0,1550000.0,2009999.9999999998,3520000.0,4030000.0000000005,4440000.0,4660000.0,5050000.0,5340000.0,5650000.0,8320000.0,23500000.0,27700000.0,35200000.0,47600000.0,49900000.0,36800000.0,57500000.0,63200000.0,64000000.0,46500000.0
Palau,0.0,0.0,0.0,0.0,0.0,0.0,568.5714285714286,1137.142857142857,1705.7142857142858,2274.285714285714,2842.8571428571427,3411.4285714285716,3980.0,4280.0,5360.0,5340.0,5270.0,5170.0,5050.0,4930.0,4930.0,4930.0,4930.0,4930.0,4930.0,4930.0,4930.0,4930.0,4930.0,4930.0
Papua New Guinea,0.0,0.0,0.0,0.0,0.0,0.0,110.0,5480.0,13100.0,38100.0,48800.0,54000.0,80600.0,85500.0,95800.0,111000.0,117000.0,122000.0,80200.0,115000.0,93600.0,149000.0,267000.0,397000.0,517000.0,641000.0,794000.0,946000.0,965000.0,984000.0
Poland,0.0,1990.0,19900.0,49800.0,149000.0,249000.0,499000.0,799000.0,1580000.0,2100000.0,2810000.0,3810000.0,8140000.000000001,9560000.0,12500000.0,14900000.0,17100000.0,18600000.0,20400000.0,22600000.0,23900000.0,23700000.0,23800000.0,24000000.0,25400000.0,25900000.0,27800000.0,28800000.0,29400000.0,32000000.0
North Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal,0.0,9940.0,24900.0,45000.0,72200.0,151000.0,302000.0,504000.0,1010000.0,1510000.0,1690000.0,1870000.0,2009999.9999999998,3090000.0,3330000.0,3680000.0,4010000.0,4450000.0,4680000.0,5120000.0,5650000.0,5840000.0,6350000.0,6500000.0,6730000.0,7120000.0,7270000.0,7590000.0,7660000.0,7710000.0
Paraguay,0.0,0.0,0.0,0.0,0.0,0.0,995.0,4980.0,9960.0,19900.0,39800.0,59600.0,99300.0,119000.0,198000.0,461000.0,471000.0,672000.0,868000.0,1160000.0,1240000.0,1570000.0,1880000.0,2400000.0,2840000.0,3330000.0,3620000.0,4190000.0000000005,4520000.0,4830000.0
Palestine,0.0,0.0,0.0,0.0,0.0,0.0,7160.0,14320.0,21480.0,28640.0,35800.0,60800.0,105000.0,142000.0,154000.0,573000.0,674000.0,795000.0,939000.0,1280000.0,1520000.0,1700000.0,1840000.0,2020000.0,2380000.0,2600000.0,2840000.0,3100000.0,3130000.0,3520000.0
Qatar,0.0,0.0,0.0,0.0,0.0,977.0,4860.0,16500.0,19400.0,23200.0,28800.0,37900.0,65500.0,131000.0,156000.0,214000.0,296000.0,451000.0,636000.0,879000.0,1280000.0,1400000.0,1520000.0,1990000.0,2250000.0,2380000.0,2520000.0,2650000.0,2770000.0,2820000.0
Romania,0.0,0.0,0.0,861.0,6080.0,17200.0,50500.0,101000.0,503000.0,602000.0,800000.0,998000.0,1440000.0,1930000.0,3240000.0,4600000.0,5240000.0,5950000.0,6750000.0,7550000.0,8170000.0,8140000.000000001,9280000.0,10000000.0,10800000.0,11100000.0,11800000.0,12500000.0,13800000.0,14300000.0
Russia,0.0,0.0,997.0,20000.0,79800.0,220000.0,399000.0,699000.0,1200000.0,1500000.0,2890000.0,4290000.0,5990000.0,12000000.0,18500000.0,21900000.0,25800000.0,35300000.0,38400000.0,41600000.0,61700000.0,70400000.0,91900000.0,98100000.0,102000000.0,102000000.0,106000000.0,111000000.0,118000000.0,121000000.0
Rwanda,0.0,0.0,0.0,0.0,0.0,0.0,53.0,104.0,819.0,5040.0,4990.0,19800.0,24700.0,30500.0,37400.0,49200.0,50300.0,196000.0,429000.0,753000.0,803000.0,721000.0,846000.0,973000.0,1170000.0,2049999.9999999998,2330000.0,2610000.0,2680000.0,2750000.0
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,2040.0,5090.0,10100.0,20100.0,99700.0,457000.0,993000.0,1390000.0,1800000.0,2370000.0,3030000.0,4770000.0,7560000.0,9320000.0,10100000.0,11200000.0,13400000.0,15700000.0,18200000.0,20000000.0,22100000.0,24300000.0,27200000.0,31400000.0,32799999.999999996
Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,1250.0,2340.0,7030.0,39200.0,126000.0,159000.0,239000.0,400000.0,409000.0,2800000.0,2860000.0,2930000.0,5770000.0,6170000.0,7600000.0,8420000.0,9360000.0,10400000.0,5620000.0,12600000.0,12900000.0,13200000.0
Senegal,0.0,0.0,0.0,0.0,0.0,60.0,1000.0,2500.0,7470.0,29800.0,39600.0,98700.0,104000.0,222000.0,474000.0,531000.0,639000.0,805000.0,855000.0,925000.0,1010000.0,1280000.0,1450000.0,1810000.0,2510000.0,3940000.0,3850000.0,7090000.0,7290000.0,7500000.0
Singapore,0.0,5010.0,15100.0,25200.0,40500.0,101000.0,304000.0,505000.0,756000.0,955000.0,1450000.0,1700000.0,1930000.0,2220000.0,2590000.0,2600000.0,2600000.0,3200000.0,3300000.0,3430000.0,3640000.0,3740000.0,3870000.0,4410000.0,4370000.0,4420000.0,4770000.0,4820000.0,5080000.0,5160000.0
Solomon Islands,0.0,0.0,0.0,0.0,0.0,89.0,993.0,1490.0,1990.0,1990.0,1990.0,1990.0,2190.0,2480.0,2980.0,3970.0,7920.0,9840.0,15100.0,20600.0,26400.0,32500.0,38900.0,45700.0,52800.0,60300.0,68100.0,75800.0,77800.0,79900.0
Sierra Leone,0.0,0.0,0.0,0.0,0.0,0.0,108.0,216.0,649.0,2160.0,5420.0,7620.0,8750.0,9890.0,11000.0,12200.0,13300.0,14400.0,15300.0,16300.0,37200.0,59100.0,168000.0,275000.0,425000.0,455000.0,863000.0,674000.0,689000.0,703000.0
El Salvador,0.0,0.0,0.0,0.0,0.0,0.0,4920.0,14800.0,24700.0,49400.0,69300.0,88900.0,113000.0,150000.0,193000.0,254000.0,334000.0,373000.0,618000.0,746000.0,983000.0,1170000.0,1270000.0,1450000.0,1560000.0,1700000.0,1840000.0,2160000.0,2170000.0,2180000.0
San Marino,0.0,0.0,0.0,0.0,0.0,353.0,375.0,377.0,378.0,11600.0,13400.0,14000.0,14300.0,14300.0,14600.0,14700.0,14900.0,15100.0,16600.0,16700.0,16900.0,15700.0,15900.0,16100.000000000002,16300.0,16500.0,16600.0,20300.0,20300.0,20400.0
Somalia,0.0,0.0,0.0,0.0,0.0,0.0,116.0,234.0,590.0,1190.0,1770.0,7260.0,11000.0,36900.0,107000.0,113000.0,118000.0,124000.0,130000.0,136000.0,140000.0,155000.0,175000.0,196000.0,219000.0,243000.0,267000.0,292000.0,301000.0,309000.0
Serbia,2170000.0,2170000.0,2170000.0,2170000.0,2170000.0,2170000.0,2170000.0,2170000.0,2170000.0,2170000.0,2170000.0,2170000.0,2170000.0,2170000.0,2170000.0,2420000.0,2490000.0,3020000.0,3230000.0,3440000.0,3680000.0,3780000.0,4300000.0,4770000.0,5520000.0,5800000.0,5940000.0,6210000.0,6460000.0,6790000.0
South Sudan,397000.0,397000.0,397000.0,397000.0,397000.0,397000.0,397000.0,397000.0,397000.0,397000.0,397000.0,397000.0,397000.0,397000.0,397000.0,397000.0,397000.0,397000.0,397000.0,397000.0,397000.0,397000.0,397000.0,397000.0,477000.0,589000.0,724000.0,870000.0,876000.0,882000.0
Sao Tome and Principe,0.0,0.0,0.0,0.0,0.0,0.0,136.0,272.0,408.0,508.0,6600.0,9140.0,11200.0,15300.0,20500.0,21700.0,22900.0,24300.0,26500.0,28900.0,33800.0,37200.0,40600.0,44200.0,47800.0,51500.0,56900.0,62000.0,63200.0,64400.00000000001
Suriname,0.0,0.0,0.0,0.0,0.0,507.0,1010.0,4560.0,7680.0,8800.0,11800.0,14600.0,20100.0,23000.0,30000.0,32000.0,48000.0,72100.0,109000.0,164000.0,167000.0,171000.0,188000.0,205000.0,222000.0,239000.0,256000.0,279000.0,282000.0,285000.0
Slovak Republic,0.0,0.0,0.0,6840.0,17100.0,28100.0,42200.0,63300.0,145000.0,294000.0,509000.0,677000.0,2170000.0,2320000.0,2860000.0,2980000.0,3030000.0,3340000.0,3570000.0,3780000.0,4090000.0,4030000.0000000005,4150000.0000000005,4220000.0,4340000.0,4220000.0,4380000.0,4450000.0,4400000.0,4520000.0
Slovenia,0.0,0.0,0.0,8200.0,21400.0,57700.0,101000.0,151000.0,201000.0,251000.0,300000.0,600000.0,553000.0,633000.0,812000.0,934000.0,1080000.0,1140000.0,1170000.0,1300000.0,1430000.0,1380000.0,1410000.0,1500000.0,1480000.0,1510000.0,1570000.0,1640000.0,1660000.0,1730000.0
Sweden,50000.0,100000.0,130000.0,150000.0,300000.0,450000.0,801000.0,2100000.0,2970000.0,3680000.0,4059999.9999999995,4610000.0,6300000.0,7080000.0,7540000.0,7670000.0,7980000.0,7510000.0,8310000.000000001,8470000.0,8450000.0,8780000.0,8890000.0,9120000.0,8970000.0,8850000.0,8820000.0,9460000.0,9190000.0,9480000.0
Eswatini,0.0,0.0,0.0,0.0,0.0,10.0,477.0,853.0,942.0,4680.0,9310.0,13000.0,18500.0,24900.0,33100.0,38100.0,38300.0,42700.0,71900.0,94500.0,118000.0,194000.0,224000.0,268000.0,287000.0,283000.0,318000.0,529000.0,534000.0,540000.0
Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,506.0,1010.0,2000.0,4980.0,5990.0,9080.0,12000.0,12500.0,21200.0,22500.0,31300.0,34600.0,36600.0,36700.0,37400.0,39700.0,43600.0,47100.0,48300.0,51500.0,54100.0,56700.0,57100.0,57400.0
Syria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4950.0,9940.0,19900.0,29800.0,59300.0,358000.0,592000.0,770000.0,1040000.0,1490000.0,2290000.0,2890000.0,3670000.0,4420000.0,4740000.0,4970000.0,5130000.0,5260000.0,5400000.0,5570000.0,5860000.0,5800000.0,5850000.0
Chad,0.0,0.0,0.0,0.0,0.0,0.0,24.5,49.0,332.0,992.0,2980.0,3990.0,15000.0,30000.0,35100.0,40300.0,60800.0,91700.0,133000.0,173000.0,203000.0,235000.0,268000.0,331000.0,396000.0,494000.0,728000.0,976000.0,1010000.0,1040000.0
